Titre,Lien_du_titre,image,jeg_meta_date,commentaire,champ
Poursuite contre Farba NGOM : Son avocat Me Cissé dénonce un « délit de richesse »,https://walf-groupe.com/blog/2025/01/17/poursuite-farba-ngom-son-avocat-me-cisse-denonce-un-delit-de-richesse/,, 2 semaines plus tôt, 0 ,Me Baboucar CISSÉ l’un des avocats du député et maire des Agnam a catégoriquement nié toute implication de son client...
SONAGED : 43  agents de « Xeyu Ndaw Ni » envoyés au chômage,https://walf-groupe.com/blog/2025/01/17/sonaged-43-agents-de-xeyu-ndaw-ni-envoyes-au-chomage/,, 2 semaines plus tôt, 0 ," La SONAGED a annoncé ce jeudi la suspension des salaires des agents recrutés dans le cadre du programme ""Xeyu Ndaw..."
Université Ibra Der THIAM de Thiès : Les étudiants en grève pour exiger l’achèvement des travaux,https://walf-groupe.com/blog/2025/01/17/universite-ibra-der-thiam-de-thies-les-etudiants-en-greve-pour-exiger-lachevement-des-travaux/,, 2 semaines plus tôt, 0 , Les étudiants de l’Université Iba Der THIAM de Thiès (UIDT) ont entamé une grève de 72 heures depuis mercredi dernier....
Le ministre de l’agriculture promet d’effacer la dette des riziculteurs de la vallée du fleuve,https://walf-groupe.com/blog/2025/01/17/le-ministre-de-lagriculture-promet-deffacer-la-dette-des-riziculteurs-de-la-vallee-du-fleuve/,, 2 semaines plus tôt, 0 ,"Une nouvelle bouffée d’oxygène pour les producteurs de riz du Sénégal. Le ministre de l’Agriculture, Dr Mabouba Diagne, a annoncé..."
Les avocats de Farba NGOM dénoncent une atteinte aux droits fondamentaux,https://walf-groupe.com/blog/2025/01/17/les-avocats-de-farba-ngom-denoncent-une-atteinte-aux-droits-fondamentaux/,https://walf-groupe.com/wp-content/uploads/2025/01/Farba-Ngom-1-1200x600-1-350x250.webp, 2 semaines plus tôt, 0 ,"Le pool d’avocats de Farba NGOM, député dont l’immunité parlementaire pourrait être levée suite à un rapport de la CENTIF,..."
Le SELS dépose un préavis de grève et réclame de meilleures conditions pour les enseignants,https://walf-groupe.com/blog/2025/01/17/le-sels-depose-un-preavis-de-greve-et-reclame-de-meilleures-conditions-pour-les-enseignants/,https://walf-groupe.com/wp-content/uploads/2025/01/images.png, 2 semaines plus tôt, 0 ,"Le Syndicat des enseignants libres du Sénégal (SELS) a annoncé, vendredi, le dépôt d’un préavis de grève auprès du ministère..."
Transfert de Nicolas JACKSON: comment la FSF a privé son club formateur de 121 millions de FCFA,https://walf-groupe.com/blog/2025/01/17/transfert-de-nicolas-jackson-comment-la-fsf-a-prive-son-club-formateur-de-121-millions-de-fcfa/,, 2 semaines plus tôt, 0 ,Nous sommes au plus haut sommet de l’amateurisme. La Fédération sénégalaise de football (FSF) a oublié d’inscrire le nom du...
Le nouveau Président du Ghana en visite de courtoisie au Sénégal ce vendredi,https://walf-groupe.com/blog/2025/01/17/le-nouveau-president-du-ghana-en-visite-de-courtoisie-au-senegal-ce-vendredi/,, 2 semaines plus tôt, 0 ,"Le nouveau Président de la République du Ghana, John Dramani MAHAMA, va effectuer, ce vendredi 17 janvier 2025 dans l’après-midi,..."
Commission ad-hoc pour lever l’immunité de Farba NGOM: Cheikh Tidiane YOUM désigné par les non-inscrits,https://walf-groupe.com/blog/2025/01/17/commission-ad-hoc-pour-lever-limmunite-de-farba-ngom-cheikh-tidiane-youm-designe-par-les-non-inscrits/,, 2 semaines plus tôt, 0 ,"Ce vendredi, se tiendra la plénière pour ratifier la liste des 11 membres de la Commission ad-hoc chargée d’entendre le..."
Un plan de recrutement de jeunes pharmaciens à l’ARP pour empêcher leur exode,https://walf-groupe.com/blog/2025/01/17/un-plan-de-recrutement-de-jeunes-pharmaciens-a-larp-pour-empecher-leur-exode/,, 2 semaines plus tôt, 0 ,"L’Agence sénégalaise de Réglementation pharmaceutique (ARP) a dévoilé un plan d’action, face à l’exode des jeunes pharmaciens, visant à améliorer leurs conditions..."
Les avocats de Farba NGOM face à la presse ce vendredi,https://walf-groupe.com/blog/2025/01/17/les-avocats-de-farba-ngom-face-a-la-presse-ce-vendredi/,, 2 semaines plus tôt, 0 ,Le député Farba NGOM ne lésine pas sur les moyens pour assurer sa défense dans l'affaire dite de blanchiment de...
Souveraineté alimentaire : L’UNAPAS loue les actions du ministre Mabouba DIAGNE,https://walf-groupe.com/blog/2025/01/16/souverainete-alimentaire-lunapas-loue-les-actions-du-ministre-mabouba-diagne/,, 2 semaines plus tôt, 0 ,"L’Union nationale des producteurs agricoles du Sénégal (UNAPAS) a salué, dans un communiqué parvenu à notre rédaction, les efforts déployés..."
Affaire Farba NGOM : Les avocats du député en conférence de presse demain,https://walf-groupe.com/blog/2025/01/16/affaire-farba-ngom-les-avocats-du-depute-en-conference-de-presse-demain/,, 2 semaines plus tôt, 0 ,Le député Mouhamadou NGOM dit Farba a annoncé un point de presse pour ce vendredi 17 janvier à 15h au...
Réformes du Droit de Grève : Le Président FAYE Prône un Équilibre entre Intérêts Professionnels et Paix Sociale,https://walf-groupe.com/blog/2025/01/16/reformes-du-droit-de-greve-le-president-faye-prone-un-equilibre-entre-interets-professionnels-et-paix-sociale/,, 2 semaines plus tôt, 0 ,"Le président de la République, Bassirou Diomaye Diakhar Faye, a annoncé, lors d’une cérémonie marquant la rentrée solennelle des cours..."
Rentrée des cours et tribunaux : Les limites du droit de grève pour certains fonctionnaires cœur des débats,https://walf-groupe.com/blog/2025/01/16/rentree-des-cours-et-tribunaux-les-limites-du-droit-de-greve-pour-certains-fonctionnaires-coeur-des-debats/,, 2 semaines plus tôt, 0 ,"Le premier président de la Cour suprême, Mahamadou Mansour Mbaye, a réaffirmé jeudi dernier les limites du droit de grève..."
Équilibre délicat entre grève et ordre public : Le Président appelle à la sagesse,https://walf-groupe.com/blog/2025/01/16/equilibre-delicat-entre-greve-et-ordre-public-le-president-appelle-a-la-sagesse/,https://walf-groupe.com/wp-content/uploads/2025/01/whatsapp_image_2024-12-25_at_20.02.24-350x250.jpeg, 2 semaines plus tôt, 0 ,"Le Chef de l’État, Bassirou Diomaye FAYE, a souligné jeudi l’importance de concilier le droit de grève et la préservation..."
Le CPJ révèle des failles et des incohérences dans la condamnation pour meurtre du journaliste sénégalais René Capain Bassène,https://walf-groupe.com/blog/2025/01/16/le-cpj-revele-des-failles-et-des-incoherences-dans-la-condamnation-pour-meurtre-du-journaliste-senegalais-rene-capain-bassene/,, 2 semaines plus tôt, 0 ,"Malgré le gendarme sénégalais qui tenait un pistolet sur sa tempe, Ibou Sané a tenu bon. Il a refusé d'admettre..."
Rentrée Cours et Tribunaux: le Président Diomaye annonce des réformes juridiques sur le droit de grèves dans des secteurs stratégiques,https://walf-groupe.com/blog/2025/01/16/rentree-cours-et-tribunaux-le-president-diomaye-annonce-des-reformes-juridiques-sur-le-droit-de-greves-dans-des-secteurs-strategiques/,, 2 semaines plus tôt, 0 ,"Présidant la Rentrée solennelle des Cours et Tribunaux ce jeudi 16 janvier 2025, le chef de l'Etat, Bassirou Diomaye FAYE..."
"Rentrée des Cours et Tribunaux: le Bâtonnier de l’Ordre des avocats, le droit de grève et les motivations politiques",https://walf-groupe.com/blog/2025/01/16/rentree-des-cours-et-tribunaux-le-batonnier-de-lordre-des-avocats-le-droit-de-greve-et-les-motivations-politiques/,, 2 semaines plus tôt, 0 ,"Le Bâtonnier de l'Ordre des avocats, Mamadou SECK, a, pendant son discours à la Rentrée solennelle des Cours et Tribunaux,..."
Rentrée des Cours et Tribunaux 2025: le plaidoyer du magistrat Latyr NIANG en faveur des travailleurs sénégalais,https://walf-groupe.com/blog/2025/01/16/rentree-des-cours-et-tribunaux-2025-le-plaidoyer-du-magistrat-latyr-niang-en-faveur-des-travailleurs-senegalais/,, 2 semaines plus tôt, 0 ,"Le président de la République, Bassirou Diomaye FAYE, préside ce jeudi 16 janvier 2025, la Rentrée solennelle des Cours et..."
Deux anciennes DAGE dans le collimateur du Parquet financier: leurs arrestations imminentes,https://walf-groupe.com/blog/2025/01/16/deux-anciennes-dage-dans-le-collimateur-du-parquet-financier-leurs-arrestations-imminentes/,, 2 semaines plus tôt, 0 ,"Par ces temps qui courent, dire que le Parquet financier ne chôme pas, relève d'un euphémisme. Tant les dossiers s'enchaînent..."
Le dossier des 94 milliards atterri sur la table du Parquet financier: la DIC saisie,https://walf-groupe.com/blog/2025/01/16/le-dossier-des-94-milliards-atterri-sur-la-table-du-parquet-financier-la-dic-saisie/,, 2 semaines plus tôt, 0 ,"L'affaire dite des 94 milliards va revenir au-devant de l'actualité. Après une plainte de la famille de feu Mbeurgou MBENGUE,..."
Affaire Farba NGOM : Comprendre le rôle et les missions de la CENTIF,https://walf-groupe.com/blog/2025/01/16/affaire-farba-ngom-comprendre-le-role-et-les-missions-de-la-centif/,, 2 semaines plus tôt, 0 ,"La Cellule Nationale de Traitement des Informations Financières (CENTIF), qui produit un rapport accablant faisant état de soupçons de blanchiment..."
"La Sénégalaise, Adji Bousso DIENG, parmi les 10 intellectuels à suivre en 2025, selon The Africa Report",https://walf-groupe.com/blog/2025/01/15/la-senegalaise-adji-bousso-dieng-parmi-les-10-intellectuels-a-suivre-en-2025-selon-the-africa-report/,, 2 semaines plus tôt, 0 ,"Professeure adjointe en informatique à l'Université Princeton (USA), la Sénégalaise Adi Bousso DIENG est nommée parmi les 10 intellectuels à..."
Situation des employés d’Emedia: le nouveau ministre du Travail réagit,https://walf-groupe.com/blog/2025/01/15/situation-des-employes-demedia-le-nouveau-ministre-du-travail-reagit/,, 2 semaines plus tôt, 0 ,"Le nouveau ministre du Travail, Abass FALL, a réaffirmé son engagement à résoudre les problèmes sociaux en demandant des rapports..."
"Un célèbre loueur de véhicules de luxe tombe pour avoir encaissé 13,6 milliards du régime de Macky SALL",https://walf-groupe.com/blog/2025/01/15/un-celebre-loueur-de-vehicules-de-luxe-tombe-pour-avoir-encaisse-14-milliards-du-regime-de-macky-sall/,https://walf-groupe.com/wp-content/uploads/2024/10/POOL-JUDICIAIRE-350x250.jpeg, 2 semaines plus tôt, 0 ,Le Pool judiciaire financier s'est lancé dans une traque de biens mal acquis depuis son installation. En marge des plaintes...
Barthélémy DIAS éjecté de la présidence de Métropolis,https://walf-groupe.com/blog/2025/01/15/barthelemy-dias-ejecte-de-la-presidence-de-metropolis/,, 2 semaines plus tôt, 0 ,Le Comité exécutif de Meetropolis s'est réuni le 8 janver dernier pour statuer sur le cas de son président Barthélémy...
"Blanchiment de plus 125 milliards: quand l’Etat du Sénégal vire 29,8 milliards à une société qui les redistribue à des personnalités",https://walf-groupe.com/blog/2025/01/15/blanchiment-de-plus-125-milliards-quand-letat-du-senegal-vire-298-milliards-a-une-societe-qui-les-redistribue-a-des-personnalites/,https://walf-groupe.com/wp-content/uploads/2025/01/Centif-350x250.jpeg, 2 semaines plus tôt, 0 ,L'enquête de la Cellule nationale de traitement des informations financières (CENTIF) continue de révéler des transactions douteuses de l'argent public...
Les virements suspects du Trésor public à Tahirou SARR,https://walf-groupe.com/blog/2025/01/15/les-virements-suspects-du-tresor-public-a-tahirou-sarr/,, 2 semaines plus tôt, 0 ,"L'homme d'affaires, Tahirou SARR, est au cœur du rapport de la Cellule nationale de traitement des informations financières (CENTIF) qui..."
Levée de l’immunité de Farba NGOM : Les procédures enclenchées,https://walf-groupe.com/blog/2025/01/14/levee-de-limmunite-de-farba-ngom-les-procedures-enclenchees/,https://walf-groupe.com/wp-content/uploads/2025/01/Screenshot_20250113-082358-720x430-1-350x250.jpg, 2 semaines plus tôt, 0 ,"La procédure de levée de l’immunité parlementaire de Farba NGOM a franchi une nouvelle étape. Ce jeudi, le bureau de..."
La Fédération Centrafricaine de Football conteste la nomination de Rigobert SONG,https://walf-groupe.com/blog/2025/01/14/la-federation-centrafricaine-de-football-conteste-la-nomination-de-rigobert-song/,, 2 semaines plus tôt, 0 ,"La Fédération Centrafricaine de Football (FCF) a exprimé son désaccord face à la nomination du nouveau sélectionneur de l’équipe nationale,..."
Le CHAN 2025 reporté : La CAF privilégie la qualité des infrastructures,https://walf-groupe.com/blog/2025/01/14/le-chan-2025-reporte-la-caf-privilegie-la-qualite-des-infrastructures/,, 2 semaines plus tôt, 0 ,La Confédération Africaine de Football (CAF) a annoncé ce mardi le report du Championnat d’Afrique des Nations (CHAN) 2025. Initialement...
Cheikh Tidiane GADIO quitte ses fonctions à la tête du Conseil de Surveillance de l’ADL,https://walf-groupe.com/blog/2025/01/14/cheikh-tidiane-gadio-quitte-ses-fonctions-a-la-tete-du-conseil-de-surveillance-de-ladl/,, 2 semaines plus tôt, 0 ,"Dans une lettre adressée au Président de la République, Cheikh Tidiane GADIO a annoncé sa démission de ses fonctions de..."
"Bignona : Le CEM de Bandjikaky, un danger imminent",https://walf-groupe.com/blog/2025/01/14/bignona-le-cem-de-bandjikaky-un-danger-imminent/,, 2 semaines plus tôt, 0 ,"Le Collège d’Enseignement Moyen de Bandjikaky vit des heures sombres. Les bâtiments, en piteux état, menacent de s’écrouler, mettant en..."
Mali : Les FAMA Intensifient Leur Lutte Contre le Terrorisme :,https://walf-groupe.com/blog/2025/01/14/mali-les-fama-intensifient-leur-lutte-contre-le-terrorisme/,, 2 semaines plus tôt, 0 ," les Forces Armées Maliennes (FAMA) ont intensifié leurs opérations militaires ces derniers jours, visant à neutraliser les groupes armés qui..."
Le député Abdoul Kadyr SONKO plaide pour la révision de la limite d’âge des véhicules importés,https://walf-groupe.com/blog/2025/01/14/le-depute-abdoul-kadyr-sonko-plaide-pour-la-revision-de-la-limite-dage-des-vehicules-importes/,https://walf-groupe.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-01-14-at-16.21.581-350x250.jpeg, 2 semaines plus tôt, 0 ,Le député Abdoul Kadyr SONKO a interpellé le ministre des Infrastructures sur la nécessité de revoir le décret limitant à...
Communiqué du Parquet financier: le Juge DEME redoute une politisation du PJF,https://walf-groupe.com/blog/2025/01/14/communique-du-parquet-financier-le-juge-deme-redoute-une-politisation-du-pjf/,, 2 semaines plus tôt, 0 ,"Dans un texte qu'il a publié ce mardi sur sa page Facebook, l'ancien juge, Ibrahima DEME s'est attaqué au Parquet..."
Blanchiment de capitaux de plus 125 milliards: Les personnalités et entreprises citées par la CENTIF,https://walf-groupe.com/blog/2025/01/14/blanchiment-de-capitaux-de-plus-125-milliards-les-personnalites-et-entreprises-citees-par-la-centif/,https://walf-groupe.com/wp-content/uploads/2024/10/POOL-JUDICIAIRE-350x250.jpeg, 2 semaines plus tôt, 0 ,"Après le communiqué du Parquet financier publié dimanche soir, le journal Libération est revenu ce mardi sur le rapport transmis..."
"Jean-Marie BOCKEL sur les bases militaires françaises: « il y a un an, on nous demandait de ne pas partir »",https://walf-groupe.com/blog/2025/01/14/jean-marie-bockel-il-y-a-un-an-on-nous-demandait-de-ne-pas-partir/,, 2 semaines plus tôt, 0 ,L'Envoyé spécial d'Emmanuel MACRON en Afrique a réagi à la polémique qui a suivi les déclarations Président français sur les...
Rapport Cour des comptes sur les Finances publiques: Ousmane SONKO avertit les Sénégalais sur « l’ampleur des dégâts »,https://walf-groupe.com/blog/2025/01/14/rapport-cour-des-comptes-sur-les-finances-publiques-ousmane-sonko-avertit-les-senegalais-sur-lampleur-des-degats/,, 2 semaines plus tôt, 0 ,"En visite de trois jours en Mauritanie, le Premier ministre Ousmane SONKO a reçu, lundi, des Sénégalais établis dans ce..."
"Levée d’immunité de Farba NGOM: saisie, l’Assemblée nationale déclenche la procédure",https://walf-groupe.com/blog/2025/01/14/levee-dimmunite-de-farba-ngom-saisie-lassemblee-nationale-declenche-la-procedure/,, 2 semaines plus tôt, 0 ,"Le Bureau de l'Assemblée nationale est convoqué à 16h, ce mardi après-midi, pour ""Informations"". La Conférence des leaders prendra le..."
Affaire des 125 milliards : Birahim SECK tire sur la communication du parquet financier,https://walf-groupe.com/blog/2025/01/13/affaire-des-125-milliards-birahim-seck-tire-sur-la-communication-du-parquet-financier/,, 2 semaines plus tôt, 0 ,L’annonce d’une enquête sur un vaste réseau de blanchiment d’argent de 125 milliards de francs CFA a relancé le débat...
Sénégal et Mauritanie : Un protocole d’accord pour le développement du champ gazier grand tortue Ahmeyim,https://walf-groupe.com/blog/2025/01/13/senegal-et-mauritanie-un-protocole-daccord-pour-le-developpement-du-champ-gazier-grand-tortue-ahmeyim/,, 2 semaines plus tôt, 0 ,Les ministres de l’énergie et du pétrole du Sénégal et de la Mauritanie ont signé ce lundi un protocole d’accord...
"Défense de l’institution présidentielle, gestion de la dette, Mairie de Dakar : La Coalition DIONNE dresse un tableau des priorités nationales",https://walf-groupe.com/blog/2025/01/13/defense-de-linstitution-presidentielle-gestion-de-la-dette-mairie-de-dakar-la-coalition-dionne-dresse-un-tableau-des-priorites-nationales/,, 2 semaines plus tôt, 0 ,"La Coalition DJONE, réunie en session extraordinaire, a publié un communiqué de presse dans lequel elle aborde plusieurs enjeux majeurs..."
Collecte de fonds pour la morgue de Saint-Louis : Le directeur de l’hôpital dément les allégations et appelle au respect des procédures,https://walf-groupe.com/blog/2025/01/13/collecte-de-fonds-pour-la-morgue-de-saint-louis-le-directeur-de-lhopital-dement-les-allegations-et-appelle-au-respect-des-procedures/,, 2 semaines plus tôt, 0 ,"Les tensions autour de la situation de la morgue de l’hôpital de Saint-Louis persistent. Le directeur de l’établissement, Maguette SECK,..."
Production de sucre : Deux nouvelles usines  en Casamance pour diversifier la production ( ministre),https://walf-groupe.com/blog/2025/01/13/production-de-sucre-deux-nouvelles-usines-en-casamance-pour-diversifier-la-production-ministre/,https://walf-groupe.com/wp-content/uploads/2024/12/Serigne-Gueye-DIOP-Ministre-de-lIndustrie-et-du-Commerce-350x250.jpg, 2 semaines plus tôt, 0 ,"Le ministre de l’Industrie et du Commerce, Serigne Guèye DIOP, a annoncé dimanche dernier la construction de deux nouvelles usines..."
Validation des dépenses d’investissement par le PM: le point de vue de l’économiste Aliou DIOUCK,https://walf-groupe.com/blog/2025/01/13/validation-des-depenses-dinvestissement-par-le-pm-le-point-de-vue-de-leconomiste-aliou-diouck/,, 2 semaines plus tôt, 0 ,"Dans la loi de finance 2025, vingt-cinq projets/programmes d’investissement publics sont inscrits dans le budget pour un montant total de..."
Des plaques et couacs dans l’« économie de débrouille » :l’État doit-il accélérer sur la route chaotique des deux-roues ? Par Dr Mamadou BODIAN,https://walf-groupe.com/blog/2025/01/13/des-plaques-et-couacs-dans-l-economie-de-debrouille-letat-doit-il-accelerer-sur-la-route-chaotique-des-deux-roues/,, 2 semaines plus tôt, 0 ,"Lorsqu’une autorité étatique décide d’agir, elle doit maîtriser tous les paramètres en jeu et avancer avec détermination, car toute hésitation..."
5e journée Coupe CAF: Le Jaraaf bat l’ASEC et s’approche de la qualification,https://walf-groupe.com/blog/2025/01/13/5e-journee-coupe-caf-le-jaraaf-bat-lasec-et-sapproche-de-la-qualification/,, 2 semaines plus tôt, 0 ,Le Jaraaf a fait une bonne opération en cinquième journée de Coupe de la Confédération africaine de football (CAF) en...
L’Autoroute à péage Dakar-AIBD bloquée depuis plusieurs heures,https://walf-groupe.com/blog/2025/01/13/lautoroute-a-peage-dakar-aibd-bloque-depuis-plusieurs-heures/,, 2 semaines plus tôt, 0 ,"Ce lundi 13 janvier 2024, l'Autoroute à péage est bloquée depuis plusieurs heures. Selon un communiqué du concessionnaire de cette..."
Italie: Un Sénégalais en cavale depuis 2017 arrêté pour trafic de drogue,https://walf-groupe.com/blog/2025/01/13/italie-un-senegalais-en-cavale-depuis-2017-arrete-pour-trafic-de-drogue/,, 2 semaines plus tôt, 0 ,"En cavale depuis 7 ans, un Sénégalais de 28 ans a été arrêté jeudi dernier à Gênes, en Italie. en..."
Kaolack: La BNDE roulée dans la farine sur des prêts d’un montant global de 3 milliards,https://walf-groupe.com/blog/2025/01/13/kaolack-la-bnde-roulee-dans-la-farine-sur-des-prets-dun-montant-global-de-3-milliards/,, 2 semaines plus tôt, 0 ,"Pour trois terrains évalués par un expert à 4 milliards CFA, la Banque nationale de développement économique (BNDE) avait octroyé..."
Blanchiment de capitaux d’un montant de 125 milliards CFA: le parquet financier va ouvrir une information judiciaire,https://walf-groupe.com/blog/2025/01/13/blanchiment-de-capitaux-dun-montant-de-125-milliards-cfa-le-parquet-financier-va-ouvrir-une-information-judiciaire/,, 2 semaines plus tôt, 0 ,"Le Procureur de la République financière, El Haj Alioune Abdoulaye SYLLA, a sorti un communiqué dimanche soir pour annoncer l'ouverture..."
Macky SALL crée son holding au Maroc et se lance dans les affaires,https://walf-groupe.com/blog/2025/01/13/macky-sall-cree-son-holding-au-maroc-et-se-lance-dans-les-affaires/,, 2 semaines plus tôt, 0 ,"Le 28 novembre 2024, l'ancien président sénégalais, Macky SALL a créé au Maroc la holding dénommée Semo (SEMO HOLDING) pour..."
La Cour des comptes a remis son pré-rapport au président de la République et au PM,https://walf-groupe.com/blog/2025/01/11/la-cour-des-comptes-a-remis-son-pre-rapport-au-president-de-la-republique-et-au-pm/,, 3 semaines plus tôt, 0 ,"Le pré-rapport de certification de la Cour des comptes de l’audit des finances publiques, pour la période 2019-2023, réalisé par..."
Un ancien militaire qui a perdu son œil droit au cours d’une mission raconte au PR comment il a été radié,https://walf-groupe.com/blog/2025/01/11/un-ancien-militaire-qui-a-perdu-son-oeil-droit-au-cours-dune-mission-raconte-au-pr-comment-il-a-ete-radie/,https://walf-groupe.com/wp-content/uploads/2025/01/IMG_9742-350x250.jpeg, 3 semaines plus tôt, 0 ,Le Caporal Ousseynou FALL raconte dans une lettre adressée au Président Bassirou Diomaye FAYE les conditions dans lesquelles il a...
Direction de la SONACOS: les détails troublants d’un cambriolage,https://walf-groupe.com/blog/2025/01/10/direction-de-la-sonacos-les-details-troublants-dun-cambriolage/,, 3 semaines plus tôt, 0 ,"Situé en plein centre ville de Dakar, le siège de la Direction générale de la SONACOS a été visité par..."
Différend Bocar Samba DIEYE-CBAO: le Parquet financier entre en jeu,https://walf-groupe.com/blog/2025/01/10/differend-bocar-samba-dieye-cbao-le-parquet-financier-entre-en-jeu/,, 3 semaines plus tôt, 0 ,"Depuis plusieurs années le feuilleton judiciaire entre l'homme d'affaires sénégalais Bocar Samba DIEYE et la CBAO, devenue Attijari Bank, ne..."
Ami Abo ne sera pas auditionné ce jeudi,https://walf-groupe.com/blog/2025/01/09/ami-abo-ne-sera-pas-auditionne-ce-jeudi/,, 3 semaines plus tôt, 0 ,Inculpé pour escroquerie aux biens au préjudice de la commerçante Mame Diarra Tall et escroquerie aux services à l’encontre de...
Etats-Unis: un Sénégalais activement recherché pour meurtre,https://walf-groupe.com/blog/2025/01/09/etats-unis-un-senegalais-activement-recherche-pour-meurtre/,, 3 semaines plus tôt, 0 ,"Dans le comté d’East Baton Rouge (Louisiane, États-Unis), un Sénégalais du nom de Alex, âgé de 32 ans, est activement..."
Le juge maintient Khadim BA en prison,https://walf-groupe.com/blog/2025/01/08/le-juge-maintient-khadim-ba-en-prison/,, 3 semaines plus tôt, 0 ,"Les avocats du patron de Locafrique, Khadim BA, avaient introduit une nouvelle demande de mis en liberté provisoire pour leur..."
Ce qu’il prendra au Sénégal de reconstituer sa base industrielle. Par Amadou Aly MBAYE,https://walf-groupe.com/blog/2025/01/08/ce-quil-prendra-au-senegal-de-reconstituer-sa-base-industrielle-par-amadou-aly-mbaye/,, 3 semaines plus tôt, 0 ,"L’industrialisation de l’économie est une priorité nationale, dans les pays développés comme dans les pays en développement. Comparée aux autres..."
Yeumbeul: la DIC infiltre un réseau de faussaires qui s’étend jusqu’en Corée du Sud et saisit 25 millions en faux billets,https://walf-groupe.com/blog/2025/01/08/yeumbeul-la-dic-infiltre-un-reseau-de-faussaires-qui-setend-jusquen-coree-du-sud-et-saisit-25-millions-en-faux-billets/,, 3 semaines plus tôt, 0 ,"La Division des investigations criminelles (DIC), à travers son unité du Groupe de recherches et d'intervention (GRI), a procédé à..."
Affaire PRODAC: un expert comptable désigné par le le parquet financier,https://walf-groupe.com/blog/2025/01/08/affaire-prodac-un-expert-comptable-designe-par-le-le-parquet-financier/,, 3 semaines plus tôt, 0 ,"L'affaire PRODAC, qui a atterri au Pool Judiciaire financier, connait un nouveau développement. Selon le journal L'Observateur, le magistrat instructeur..."
Richard-Toll: le directeur de l’école « Jacques Mimran » envoyé en prison pour pédopornographie,https://walf-groupe.com/blog/2025/01/08/richard-toll-le-directeur-de-lecole-jacques-mimran-envoye-en-prison-pour-pedopornographie/,, 3 semaines plus tôt, 0 ,C'est une affaire qui a été gérée en toute discrétion jusqu'à ce que les radars du journal Libération captent les...
"A Los Angeles, un violent incendie poussé par les vents provoque des milliers d’évacuations",https://walf-groupe.com/blog/2025/01/08/a-los-angeles-un-violent-incendie-pousse-par-les-vents-provoque-des-milliers-devacuations/,https://walf-groupe.com/wp-content/uploads/2025/01/Los-angeles-flammes-350x250.jpeg, 3 semaines plus tôt, 0 ,Les 250 pompiers mobilisés peinent à contenir un feu monstre qui s’est déclaré mardi 7 janvier dans la ville californienne. Des...
20 milliards pour des billets d’avion et restauration : Barthélémy DIAS dénonce des « couacs » dans l’organisation des JOJ de Dakar,https://walf-groupe.com/blog/2025/01/07/20-milliards-pour-des-billets-davion-et-restauration-barthelemy-dias-denonce-des-couacs-dans-lorganisation-des-joj-de-dakar/,, 3 semaines plus tôt, 0 ,"Le maire de Dakar, Barthélémy Dias, a vivement critiqué la gestion des Jeux Olympiques de la Jeunesse (JOJ) de Dakar..."
Chômage au Sénégal : La situation se dégrade,https://walf-groupe.com/blog/2025/01/07/chomage-au-senegal-la-situation-se-degrade/,, 3 semaines plus tôt, 0 ,Les derniers chiffres publiés par l’Agence nationale de la statistique et de la démographie (ANSD) peignent un tableau sombre du...
Alioune TINE appelle au respect mutuel entre l’AES et la CEDEAO face aux tensions croissantes,https://walf-groupe.com/blog/2025/01/07/alioune-tine-appelle-au-respect-mutuel-entre-laes-et-la-cedeao-face-aux-tensions-croissantes/,, 3 semaines plus tôt, 0 ,"Le fondateur d’Afrikajom Center Alioune TINE, a réagi aux récentes déclarations du général Assimi GOÏTA, dans un contexte de tensions..."
Ziguinchor : Les motocyclistes manifestent contre les coûts d’immatriculation,https://walf-groupe.com/blog/2025/01/07/ziguinchor-les-motocyclistes-manifestent-contre-les-couts-dimmatriculation/,, 3 semaines plus tôt, 0 ,"La mesure d’immatriculation obligatoire des motos, annoncée par le gouvernement, a suscité la colère des conducteurs de deux-roues ce mardi..."
Le ministère de l’Energie annonce la mise en service de tous les puits de Sangomar,https://walf-groupe.com/blog/2025/01/07/le-ministere-de-lenergie-annonce-la-mise-en-service-de-tous-les-puits-de-sangomar/,, 3 semaines plus tôt, 0 ,"À la fin du mois de décembre 2024, l'ensemble des puits producteurs a été mis en service, a informé ce..."
Jean-Marie Le Pen est mort,https://walf-groupe.com/blog/2025/01/07/jean-marie-le-pen-est-mort/,, 3 semaines plus tôt, 0 ,"Le fondateur du Front national et figure sulfureuse de la vie politique française, Jean-Marie Le Pen est mort ce mardi..."
Attaque Marché Sor de Saint-Louis: 55 personnes libérées,https://walf-groupe.com/blog/2025/01/07/attaque-marche-sor-de-saint-louis-55-personnes-liberees/,, 3 semaines plus tôt, 0 ,Sur les 80 personnes qui étaient encore dans les liens de la détention suite à l'attaque du Marché de Sor...
Barthélémy DIAS de nouveau face à la presse,https://walf-groupe.com/blog/2025/01/07/barthelemy-dias-de-nouveau-face-a-la-presse/,, 3 semaines plus tôt, 0 ,Le désormais ex-maire de la ville de Dakar va de nouveau faire face à la presse ce mardi. Même s'il...
